@RELATION AllIssues_jquerytools

@ATTRIBUTE id numeric
@ATTRIBUTE number numeric
@ATTRIBUTE createdAt date 'yyyy-MM-dd\'T\'HH:mm:ss\'Z\''
@ATTRIBUTE title string
@ATTRIBUTE body string
@ATTRIBUTE commentsBodies string
@ATTRIBUTE owner {jquerytools}
@ATTRIBUTE repo {jquerytools}
@ATTRIBUTE isPullRequest {false,true}
@ATTRIBUTE isLabeled {false,true}
@ATTRIBUTE 'Label dateinput' {false,true}
@ATTRIBUTE 'Label need more info' {false,true}
@ATTRIBUTE 'Label not reproducible ' {false,true}
@ATTRIBUTE 'Label overlay' {false,true}
@ATTRIBUTE 'Label all tools ' {false,true}
@ATTRIBUTE 'Label confirmed' {false,true}
@ATTRIBUTE 'Label validator' {false,true}
@ATTRIBUTE 'Label website and docs' {false,true}
@ATTRIBUTE 'Label fix posted' {false,true}
@ATTRIBUTE 'Label scrollable' {false,true}
@ATTRIBUTE 'Label question' {false,true}
@ATTRIBUTE 'Label feature request' {false,true}
@ATTRIBUTE 'Label tabs' {false,true}
@ATTRIBUTE 'Label toolbox' {false,true}
@ATTRIBUTE 'Label high priority' {false,true}
@ATTRIBUTE 'Label rangeinput' {false,true}
@ATTRIBUTE 'Label incomplete' {false,true}
@ATTRIBUTE 'Label tooltip' {false,true}
@ATTRIBUTE 'Label bug' {false,true}
@ATTRIBUTE 'Label no fix planned' {false,true}
@ATTRIBUTE 'Label tests for tools 1.2.8' {false,true}
@ATTRIBUTE 'Label medium priority' {false,true}
@ATTRIBUTE 'Label low priority' {false,true}
@ATTRIBUTE 'Label deferred to 1.3' {false,true}

@DATA
123567,11,2010-02-01T14:37:33Z,"Multiple gallery next last issues","Link http flowplayer org tools forum 55 32611 Issue As has been reported by a few people if you have multiple galleries on a page then the next last behavior can go a bit strange What is happening is that hidden overlays are getting the click event and so instead of just the visible one responding many do Which one wins depends on what clicks have happened before My fix below just checks whether the overlay has conf activeClass to filter out the noise There may be a better way to fix this hopefully involving only one handler having to fire but this has got me going again","gallery plugin will be replaced by tabs slideshow overlay lazyload combination and not supported in 1 2 anymore",jquerytools,jquerytools,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
140976,12,2010-02-27T06:49:33Z,"lack of tracking whether offset has been changed","http twitter com arkitrave status 9494682590","",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
140977,13,2010-02-27T07:02:16Z,"demo area bug for IE7","http flowplayer org tools forum 25 36904","",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
142122,14,2010-03-01T10:52:04Z,"IE8 issue with comments in demo","Link Issue If you add autohide false to the gallery plugin located on the overlay gallery demo http flowplayer org tools demos overlay gallery htm the Previous navigation link will remain hidden at all times when viewed in IE8 This does not effect IE6 IE7 Chrome Firefox Safari or Opera I m unsure if this is the same problem but the effects were definately as you described As weird as this sounds removing the comments within the overlay container immediately solved my issue previous image action a class prev img src images left png a next image action a class next img src images right png a Changed the markup to a class prev img src images left png a a class next img src images right png a Not sure what the actual issue is and why it only affects IE8 but maybe this will help point someone in the right direction","",jquerytools,jquerytools,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
142133,15,2010-03-01T11:03:17Z,"Scrollable autoscroll autoplay issues","Link http flowplayer org tools forum 55 32926 Issue I ve been having a few issues with two aspects of scrollable and autoscroll I m trying to get the autoscroll working on page load but it s impossible to use the API to stop the autoscroll for the first item First case autoplay enabled var video_scroller scrollable scrollable autoscroll api true In some other code video_scroller stop In this case it s impossible to stop the scroller for the first item only in the scrollable The autoplay code in scrollable autoscroll uses setTimeout so until the first item has moved off you can t use stop Second case autoplay disabled use play to start var video_scroller scrollable scrollable autoscroll autoplay false api true video_scroller play The scrollable immediately moves and then starts with the delay before the next move In this case stop works properly Is the initial move working as intended Possibly although in my opinion the functionality of autoplay should be identical to using play If someone wants it to move immediately then they should use move x then play afterwards Suggested changes api play function do not start additional timer if already exists if timer return stopped false construct new timer timer setInterval function api move opts steps opts interval Remove this api move opts steps and if opts autoplay api play Remove this setTimeout api play opts interval This would make autoplay identical to play although for some users it might be a change in the expected functionality Thoughts","Why is this closed Problem still exists I ve now made a fix for this issue Here is a commit http github com jquerytools jquerytools commit 9a2e203e5b7cd9f5e48c383dd78017ca9866ea13 Here is the new version http github com jquerytools jquerytools raw 9a2e203e5b7cd9f5e48c383dd78017ca9866ea13 src scrollable scrollable autoscroll js Does it work for you This worked for me Thank you Nice Closing this one",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
142139,16,2010-03-01T11:07:17Z,"Leading # requred on rel #overlay","Link http flowplayer org tools forum 55 36693 Issue I am trying to use JQueryTools overlay with validated Xhtml currently OverLay throws a Could not find Overlay exception if a # does not preceded the overlay target tag ID expressed via href Included_Xhtml_2 xhtml rel #overlay that is associated with each overlay link button Unfortunately validated Xhtml does not permit this leading # to be used in the rel attribute value string The following patch to tools overlay 1 1 2 js is both backward compatible as well as permitting omission of this XHTML incomparable leading # Modified by P L if required prepend jq with an # this mod will permit validated xhtml compatibility See what was line#83 was overlay jq jq null trigger now overlay jq jq charAt 0 # jq # jq null trigger leading # can now optionally be omitted from rel attribute value backward compatible a href Included_File xhtml rel #overlay overlay link tags This is one of two issues encountered while attempting to use JqT_Overlay with XHTML Also see xhtml file suffix compatibility issue with Firefox 3 6","",jquerytools,jquerytools,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
142142,17,2010-03-01T11:09:44Z,"Problem with Close button in IE 8 on customized Overlay effect page","Link http flowplayer org tools forum 55 36410 Issue On the customized Overlay effect page http flowplayer org tools demos overlay custom effect html the Close button doesn t appear fully in IE 8 It doesn t extend beyond boundaries of the images that the overlays are showing","",jquerytools,jquerytools,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
142147,18,2010-03-01T11:12:46Z,"Initial index on horizontal tab","Link http flowplayer org tools forum 55 36326 Issue Hi setting initialIndex to 1 or 2 on this demo page http flowplayer org tools demos tabs accordion horizontal htm creates strange load behaviour in IE8 and FF Thanks Sean http www pdgmedia com code accordion html accordion root div id accordion accordion header #1 img src http static flowplayer org img title streaminge png div h3 First pane h3 p Consectetur adipiscing elit Praesent bibendum eros ac nulla Integer vel lacus ac neque viverra p div img src http static flowplayer org img title flash png div style width 200px h3 Second pane h3 p Cras diam Donec dolor lacus vestibulum at varius in mollis id dolor Aliquam erat volutpat p div img src http static flowplayer org img title streaming png div h3 Third pane h3 p Non lectus lacinia egestas Nulla hendrerit felis quis elementum viverra purus felis egestas magna p div div activate tabs with JavaScript script function #accordion tabs #accordion div tabs img initialIndex 1 effect horizontal script","",jquerytools,jquerytools,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
182921,19,2010-04-29T08:07:56Z,"Cross fade does not work","This issue has been reported in the forum as well http flowplayer org tools forum 25 36084 Issue is reproduceable in all common browsers FF 3 5 3 6 IE7 Safari Issue is the same for both versions 1 1 2 and 1 2 0 I m using the Slideshow plugin for Tabs containing images but I can t get the cross fade effect to work It will fade in or out but it won t do both and the result is a sharp jump to the next image In addition the fade out does not work for the last image at all In this case the transitions is a direct jump to the first image Here the JS ul headerTabs tabs div headerPanes div effect fade fadeInSpeed 3000 fadeOutSpeed 2000 rotate true slideshow autoplay true interval 7000 And this is the corresponding HTML div class headerPanes div id headTabContent1 class headTabContent img src header_1 jpg width 940 height 200 alt title div div id headTabContent2 class headTabContent img src header_2 jpg width 940 height 200 alt title div div id headTabContent3 class headTabContent img src header_3 jpg width 940 height 200 alt title div div id headTabContent4 class headTabContent img src header_4 jpg width 940 height 200 alt title div div","do you have a test page to look at preferrably as minimal setup as possible make sure all panes are positioned absolutely and their CSS display is set to none closing this due to a lack of response you can later reopen this if needed I am sorry for not commenting on this issue earlier It s due to a knee surgery that kept me from my operating normally In fact the problem was caused by some panes not being positioned absolutely Thank you Tero for the helpful hint Sabine",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
183796,20,2010-04-30T11:57:05Z,"scrollable Arrow inssues with 2 scrollable items","Hi Im from Brazil If i use only 2 scrollable items the arrow didnt work properly I fixed this replacing c circular a getSize 2 a onBeforeSeek by c circular a getSize 2 a onBeforeSeek I hope it helps","fixed and committed thanks",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
186420,21,2010-05-04T12:17:05Z,"Dynamic placement of tooltip has positioning bugs","Occurs on demonstration pages http dev flowplayer org tools tooltip index html and http dev flowplayer org tools tooltip dynamic html To replicate resize the width of the browser window so that you can see the first three demo images and about 80 of the 4th keeping the page scrolled to the left if you hover over the 4th image the tooltip will appear partly obscured clipped by the scrollbar If you then make the window even narrower so that just under half of the 4th image is visible then you hover over it with the page scrolled to the left side you ll see that the tooltip now appears in the same place as the tooltip for the 3rd image appears try hovering over the 3rd and 4th images which is surely completely wrong","yes the tooltip attempts to position itself also horizontally so that it stays visible that demo is build up only to show vertical repositioning I think the problem is more on the demo itself and not on the tool Then I suggest either adding horizontal repositioning so that it works under all circumstances this is obviously the best option or altering the text so that it states clearly that the demo is only for vertical repositioning yes true I ll fix this for 1 2 1 Either or This doesn t seem to be fixed yet issue still occurs and the text above the images still reads We are using the dynamic plugin to reposition our tooltips so that they are always visible in the viewport I took the shortest path for now and fixed the documentation sorry Here is the commit http github com jquerytools www commit 11122b61814cfa198970d39fe265faba1db02ce2 will be out on my next run Thanks",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
186608,22,2010-05-04T17:38:44Z,"E mail address validator is broken","The e mail address validator is broken It is non compliant with RFC 5322 http tools ietf org html rfc5322 For example example example@example com is rejected as a valid address","thanks will be fixed for 1 2 1 does anyone have a good RegExp for this There s a length discussion of this on Stack Overflow It s a challenge to get it right http stackoverflow com questions 201323 what is the best regular expression for validating email addresses Included in the conversation is a Perl regexp that allegedly does the trick http www ex parrot com pdw Mail RFC822 Address html I added the possibility to add a sign to the regexp Here is the version I m having now a z0 9_ @ da z a z 2 6 i jQuery Tools 1 2 1 is out this is now fixed",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
186635,23,2010-05-04T18:26:50Z,"Tooltip slide effect","hi guys when i wanna use the tooltip slide effect the following error appears uncaught exception Nonexistent effect slide my code #contact tooltip effect slide direction down Please help me David","Do you have that effect downloaded Try hitting this command on your firebug console tools tooltip conf slideInSpeed If it says 200 You have it and I d like to see your page Otherwise include this effect from the download page http flowplayer org tools download hi it says nothing Here s my page http dev wreath ground de I ve downloaded the whole script David In that case you don t have the slide effect included on your page You have included following tools tools tooltip conf slideInSpeed tabs tooltip scrollable overlay the tooltip slide is missing",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
186651,24,2010-05-04T18:49:01Z,"FORM fails to show popups on Mac Chrome","The demo overlay on the FORM page doesn t work nor do any of the popups on the HTML5 FORM demo s The overlay demo s however do work properly in Mac Chrome just not the FORM popups","thanks trying to fix it for 1 2 1 are you using dev version of the browser I m using the latest Mac Chrome which I believe is one of their beta s yes I can see the bug now Just installed Chrome 5 0 375 29 beta on my Linux so I can start debugging this Seems to be fairly important issue http news ycombinator com item id 1318210 It seems that Chrome does some validation routines itself before the form onsubmit event which makes this a bit challenging found a solution to this will be out in 1 2 1 Fixes are now here http dev flowplayer org tools jQuery Tools 1 2 1 is out this is now fixed",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
187426,25,2010-05-05T16:19:37Z,"Slideshow plugin for the Tabs and Google Chrome Safari","The first pane is blank on the demo on page http flowplayer org tools demos tabs slideshow html when the page is refreshed on webkit This happens sometimes on load too Tested on Google Chrome Mac PC and Safari Mac Regards and thanks for jQuery tools","found a fix for this and will be released in 1 2 1 The problem with jQuery with webkit browsers that the document ready will be fired _before_ the stylesheets are applied to the elements This caused the problem if this is any interest jQuery Tools 1 2 1 is out this is now fixed",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
187495,26,2010-05-05T17:15:45Z,"Effects List documentation missing","http flowplayer org tools overlay index html#effects_list does not exist Where is the information for current effects","There is only one effect the apple which is documented here http flowplayer org tools overlay apple html On previous version there was also only this one effect",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
188045,27,2010-05-06T11:31:31Z,"Dateinput generates an exception in Chrome Disables JS","When I use the dateinput in Chrome I get the following error Uncaught Error INVALID_STATE_ERR DOM Exception 11 This then makes no more JS run on the page For example in the demos section where you have multiple dateinput field only the first one gets converted My setup is Mac OS X with Chrome version 5 0 375 29 dev","This will be fixed for 1 2 1 within next weeks Thanks for the bug jQuery Tools 1 2 1 is out this is now fixed",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
188986,28,2010-05-07T14:04:37Z,"IE6 IE7 back and forward does not change link in browser address bar","On IE6 and IE7 back and forward does not change link in browser address bar it stays frozen for example it stays history html#scripting_tab and does not change it to history html#plugins_tab and history html#scripting_tab etc http flowplayer org tools demos tabs history html http flowplayer org tools demos tabs ajax history html","this is now fixed by @websiteduck thanks and will be public on v1 2 2",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
189236,29,2010-05-07T19:39:06Z,"Manual tooltips not working","Hi after upgrading to 1 2 the manual tooltips are no longer working Instead I get the content of the first tooltip for every tooltip Reverting to the older version solves the problem On that note where can I download the older version I don t want to send my copy out to other developers but I don t want them using the new version that is missing this feature","Do you have a page to look at Also try removing the samp tip samp configuration variable due to the lack of response this is now closed reopen this if needed",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
190431,30,2010-05-09T21:28:38Z,"Tabs dotted border issue on active tabs using ie6 8 and Firefox","This is the standard dotted border focus issue in ie6 8 and Firefox but on the following pages this issue is very annoying because it breaks the look and feel of the tabs http flowplayer org tools demos tabs index htm http flowplayer org tools demos tabs skins html I understand the need to navigate links using the tab key but Google is quite happy hiding the dotted lines and still allowing tabbing in Chrome To fix this in ie6 8 and Firefox I have used the script from David s post on http haslayout net css tuts Removing Dotted Border on Clicked Links#zofcms_comment_7 a live mousedown function e e target blur e target hideFocus true e target style outline none live mouseout function e e target blur e target hideFocus false e target style outline null and it seems to works well the question is can this fix be built into the jquerytools Thanks Steve","Hello that solution is a bit hackish and I wouldn t recommend anything exept CSS for fixing this Try following on your CSS focus outline 0 focus outline none moz focus inner border none Grabbed that from here http techcruser blogspot com 2009 05 remove dotted border from links html sorry about the rendering this github formatting is doing it",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
191942,31,2010-05-10T17:17:58Z,"IE cant run JS files properly","Webpage error details User Agent Mozilla 4 0 compatible MSIE 8 0 Windows NT 6 1 Win64 x64 Trident 4 0 NET CLR 2 0 50727 SLCC2 NET CLR 3 5 30729 NET CLR 3 0 30729 Media Center PC 6 0 NET4 0C NET4 0E Timestamp Mon 10 May 2010 17 14 57 UTC Message 1 is null or not an object Line 176 Char 426 Code 0 URI http cdn jquerytools org 1 2 0 full jquery tools min js Message Object doesn t support this property or method Line 467 Char 1 Code 0 URI http flowplayer org tools release notes index html Message Object doesn t support this property or method Line 2080 Char 2 Code 0 URI http flowplayer org js global 0 50 js v 01","I m pretty much sure that all this is because of one simple bug in flashembed I assume you don t have Flash installed on your browser Am I right I ve committed the latest changes to our dev environment http dev flowplayer org tools does your browser fail here Sorry guys my bad I m not using to much IE so I didnt install flash player Its working no you don t need to install it not at all It s proprietary technology Just that my assumptions were right You did not have Flash which was the source for all bugs",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
192097,32,2010-05-10T20:23:40Z,"Date Selectors do not work","I am trying to use the date selectors but have found that they do not work they also do not work on the demo page http flowplayer org tools demos dateinput customize html IE gives this error Message Object doesn t support this property or method Line 238 Char 6 Code 0 URI http cdn jquerytools org 1 2 0 full jquery tools min js","Try on the dev server http dev flowplayer org tools demos dateinput customize html what happens there It has the latest fixes that will be available for 1 2 1 tipiirai Yes that version works great when is that version going to be released Will the new version also have the ability to display above other items I have tried all sorts of things with z indez but find if it goes outside its containing div any controls it covers show through z index should work do you have a page to look at jQuery Tools 1 2 1 is out this is now fixed Thanks Well I have tried the new version the month and year selectors work but in IE when the year has been changed you have to click on the day twice before the calendar closes Also I am now getting errors Object doesn t support this property or method I am using tooltips and dateinput on the same page OK I seem to be getting somewhere now I now have the datepicker and tooltips working without error messages Just one outstanding problem when hovering over the month and year selectors in the calendar I get empty tooltips for those two dropdowns is there a way I can assign a tooltip to the month and year dropdowns or failing that turn them off for those controls OK I still have some problems The problem of the empty tooltips on the date picker dropdowns remains The problem where you have to double click the date in IE to close the calendar after changing the year remains Now I have another problem I was using jquerytools overlay to show a delete confirmation box and fade the rest of the page while this box is showing the fading no longer happens Could it be a clash between the datepicker tooltips and overlay all being used on the same page never tried tooltips with dateinput selectors do you have a page to look at Hi I am developing an intranet application that requires login and contain sensitive information I may be able to provide access to the system by removing some branding I have to get it ready for a client demonstration today but as soon as I have done that I will create an unbranded version to show you Do you have any idea how to get the overlay to fade the rest of the page when used in conjunction with tooltips and datepicker OK it looks like it a versions problem I tried with an older jquery file and then included the tooltip js and dateinput js and all three things worked Tooltips Dateinput Overlay fading background when I pop up a delete confirmation box However if I use the latest version of jquery with the other tools included from the JQueryTools site the popup does not dim the background So this works jquery tools 1 1 2 The missing UI library for the Web tools tabs 1 0 4 tools tooltip 1 1 3 tools tooltip slide 1 0 0 tools tooltip dynamic 1 0 1 tools scrollable 1 1 2 tools overlay 1 1 2 tools expose 1 0 5 Together with jQuery Tools 1 2 1 Tooltip UI essentials AND jQuery Tools 1 2 1 Dateinput input type date for humans BUT if I use jQuery Tools 1 2 1 The missing UI library for the Web The the background does not dim when I popup the delete confirmation box",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
193335,34,2010-05-12T01:45:41Z,"jqT 1 2 2 always visiable dateinput loses keyboard navigation","The example setup for an always visible dateinput in the jquery Tools documentation loses its keyboard navigation ability after a date is selected It also permanently sets the calfocus date Calling onShow inside of the change event rebinds the expected keyboard behavior change function e date stuff_to_do this onShow Tested in ff 3 6 3 safari 4 0 5 and chrome 5 0 307 9 As a side note thank you for the awesome library I poked around a few UI libs all of which offer approximately the same tool sets and jqt was the clear winner I appreciate the simplicity of the api the clarity and depth of the documentation the hands off my css the cdn and all of your hard work Cheers","yes I actually removed that feature when pushing 1 2 1 out I noticed that I cannot use CTRL and any other keys on the page Fillin fields and stuff I decided to concentrate on the issue later and do it robustly I need to unbind the keyboard navigation when the dateinput is not active So somekind of activate inactivate mechanism is needed Thanks for the sidenote I agree others are large and bloated which is totally unnessessary for majority of websites",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
193401,35,2010-05-12T05:09:26Z,"Empty object check in validator 1 2 1","Hi Tero Thanks for a nice scripts I found little bug in the validator function It doesn t check now if this variable is empty and as a result throws exception because of that I suggest to put lines below on the top they work for me fn validator function conf check if empty if this length return this Regards maksimc","Here is the code on line 255 if inputs length throw Validator no input fields supplied this is done on purpose do you suggest that the tool should be more silent I think yes Look at almost every method of jquery library It does nothing if this variable is empty In my case I have a form element that may exist or not depending on some rules If it doesn t present on page the validator plugin throws exception and all javascript after doesn t execute The code you posted does check if a form has any element that can be validated Guess it s a different case I m pretty sure you are right Just pushed a new version of the Validator to github Thanks",jquerytools,jquerytools,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
